"country","city","long","lat","isp","network","dOs","dType","dOsVersion","dBrowser","dBrowserVersion","offer"
NP,Itahari,87.2878,26.6661,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,5.1.1,Chrome,65.0.3325.109,1
US,Miami,-80.2318,25.8119,COMCAST-7922,76.96.0.0/11,Windows,desktop,8.1,Firefox,59.0,1
PE,Arequipa,-71.5343,-16.4014,Telefonica del Peru S.A.A.,190.232.0.0/13,Android,mobile,7.0,Chrome,63.0.3239.111,2
TH,Kong Krailat,99.9698,16.9318,Total Access Communication PLC.,1.46.0.0/15,Android,mobile,6.0,Android Browser,4.0,1
MA,Casablanca,-7.6184,33.5922,MAROCCONNECT,105.64.0.0/13,Android,mobile,4.4.4,Android Browser,4.0,1
TH,Bangkok,100.4772,13.859,"TRUE INTERNET Co.,Ltd.",58.11.128.0/17,Android,tablet,4.4.4,Android Browser,4.0,2
SE,Stockholm,18.05,59.3333,Tele2 SWIPnet,90.128.0.0/12,Android,mobile,7.0,Chrome WebView,65.0.3325.109,2
AZ,Baku,49.8759,40.3909,Bakcell LLC,5.44.32.0/21,Android,mobile,5.1.1,Samsung Browser,6.4,2
ID,Makassar,119.437,-5.152,PT Telekomunikasi Indonesia,36.72.0.0/13,Android,mobile,5.0.2,UCBrowser,12.2.5.1102,2
QA,Doha,51.5321,25.2925,Vodafone Qatar Q.S.C.,37.186.32.0/20,Android,mobile,7.1.1,Chrome WebView,60.0.3112.116,2
NL,Amsterdam,4.7941,52.3787,T-mobile Netherlands B.V.,84.241.192.0/18,Android,mobile,7.0,Chrome WebView,65.0.3325.109,2
BA,Sarajevo,18.3856,43.847,BH Telecom d.d. Sarajevo,109.175.0.0/17,Android,mobile,7.0,Chrome WebView,65.0.3325.109,1
PL,Gdansk,18.664,54.3601,Orange Polska Spolka Akcyjna,37.47.0.0/16,Android,mobile,6.0,Chrome WebView,65.0.3325.109,1
NL,Rotterdam,4.5016,51.9083,KPN B.V.,31.160.0.0/15,Android,tablet,5.1,Android Browser,4.0,1
IN,Ahmedabad,72.5871,23.0276,Idea Cellular Limited,106.66.48.0/20,Android,mobile,6.0.1,UCBrowser,12.2.1.1108,2
IT,Cagliari,9.121,39.2302,Vodafone Italia S.p.A.,5.88.0.0/13,Android,mobile,5.1.1,Chrome,51.0.2704.81,1
US,Kissimmee,-81.3559,28.3299,BHN-33363,97.100.0.0/14,Windows,desktop,8.1,Firefox,59.0,1
MX,Tijuana,-116.8983,32.4248,Uninet S.A. de C.V.,201.170.224.0/20,Android,mobile,6.0.1,Facebook,167.0.0.42.94,2
SA,Jeddah,39.2192,21.5168,"Etihad Etisalat, a joint stock company",31.166.0.0/15,Android,mobile,5.0,Chrome,65.0.3325.109,1
IT,Milan,9.1922,45.4722,Vodafone Italia S.p.A.,5.88.0.0/13,Android,mobile,6.0,Chrome,65.0.3325.109,2
TH,Bangkok,100.4638,13.6984,Total Access Communication PLC.,1.46.0.0/15,Android,mobile,7.1,Android Browser,4.0,2
AZ,Baku,49.8759,40.3909,Azerfon LLC,77.244.112.0/20,Android,mobile,6.0.1,Chrome,65.0.3325.109,1
NL,Eindhoven,5.4098,51.4405,Xs4all Internet BV,80.126.0.0/15,iOS,mobile,11.3,Mobile Safari,11.0,2
NL,Geleen,5.8352,50.9785,T-Mobile Thuis BV,94.157.0.0/16,Android,mobile,6.0,Chrome WebView,44.0.2403.119,1
PE,Lima,-77.0428,-12.0464,America Movil Peru S.A.C.,190.113.192.0/19,Android,mobile,6.0,Chrome,55.0.2883.91,2
DZ,Sétif,5.4055,36.1938,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Chrome WebView,55.0.2883.91,1
DZ,Oran,-0.6472,35.6877,Telecom Algeria,41.96.0.0/12,Android,mobile,4.4.2,Android Browser,4.0,2
ID,Jakarta,106.8296,-6.1741,PT. Telekomunikasi Selular,182.0.0.0/12,Android,mobile,5.1.1,UCBrowser,11.4.8.1012,2
ID,Gedangsewu,112.7057,-7.9924,PT Telekomunikasi Indonesia,36.72.0.0/13,Android,mobile,6.0,UCBrowser,12.2.5.1102,1
TR,Istanbul,28.9651,41.0301,TT Mobil Iletisim Hizmetleri A.S,37.154.0.0/15,Android,mobile,7.0,Chrome,64.0.3282.137,1
TR,Diyarbakır,40.1933,37.9414,Turk Telekom,78.161.0.0/18,Android,mobile,7.0,Chrome,65.0.3325.109,2
ZA,Johannesburg,27.8376,-26.3811,MTN Business Solutions,41.112.0.0/15,Android,mobile,4.4.2,Android Browser,4.0,1
EE,Tallinn,24.7323,59.433,Elisa Eesti AS,146.255.176.0/21,Android,mobile,5.1.1,Chrome,65.0.3325.109,1
TR,Ankara,32.7975,39.9806,Turk Telekom,88.227.8.0/21,Android,mobile,7.0,Chrome,65.0.3325.109,2
AZ,Baku,49.8759,40.3909,Azerfon LLC,77.244.112.0/20,Android,mobile,5.0.2,Samsung Browser,6.4,1
LK,Colombo,79.8482,6.9317,Hutchison Telecommunications Lanka Private Limited,103.247.48.0/22,Android,mobile,4.2.2,UCBrowser,12.2.1.1108,1
AZ,Sumqayit,49.6651,40.5841,Alfanet LLC,109.127.0.0/18,Android,mobile,7.0,Samsung Browser,6.4,1
TR,Antakya,36.2445,36.2862,Turk Telekom,78.182.36.0/23,Android,mobile,7.1.2,Chrome,65.0.3325.109,2
MA,Casablanca,-7.6184,33.5922,MAROCCONNECT,105.64.0.0/13,Android,mobile,5.1.1,Chrome,65.0.3325.109,1
AE,Sharjah,55.405,25.3569,Emirates Telecommunications Corporation,5.107.0.0/16,Android,mobile,7.0,Chrome WebView,66.0.3359.106,2
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,4.4.2,Android Browser,4.0,2
US,New York,-74.0014,40.7503,UUNET,173.68.0.0/16,Windows,desktop,7,Chrome,65.0.3325.181,2
TR,Istanbul,28.9347,41.0551,Turk Telekom,88.254.208.0/21,Android,mobile,7.1.1,Chrome,65.0.3325.109,2
TN,Ben Arous,10.2126,36.7496,ORANGE,196.224.0.0/12,Android,mobile,6.0.1,Chrome WebView,65.0.3325.109,1
MA,Meknes,-5.5396,33.8916,MAROCCONNECT,105.64.0.0/13,Android,tablet,4.1.2,Android Browser,4.0,1
DZ,Constantine,6.6172,36.368,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,4.3,Android Browser,4.0,2
AE,Dubai,55.3087,25.2633,Emirates Integrated Telecommunications Company PJSC,5.30.0.0/15,Android,mobile,7.0,Facebook,167.0.0.42.94,2
TH,Prang Ku,104.0446,14.861,Triple T Broadband Public Company Limited,223.204.0.0/14,Android,mobile,6.0,Chrome WebView,65.0.3325.109,1
HK,Tuen Mun,113.9866,22.4022,HGC Global Communications Limited,223.16.0.0/14,Android,mobile,6.0,Facebook,161.0.0.18.93,2
DO,Santo Domingo Este,-69.8965,18.4615,Compania Dominicana de Telefonos S. A.,201.229.128.0/17,Android,mobile,6.0.1,QQBrowser,6.2,1
AE,Sharjah,55.405,25.3569,Emirates Telecommunications Corporation,31.218.0.0/16,Android,mobile,8.0.0,Chrome WebView,65.0.3325.109,2
YE,Barat,44.2462,16.5986,Public Telecommunication Corporation,63.168.168.0/23,Android,mobile,6.0.1,Samsung Browser,6.4,2
AE,Dubai,55.3087,25.2633,Emirates Integrated Telecommunications Company PJSC,5.30.0.0/15,Android,mobile,6.0.1,Samsung Browser,6.4,2
ID,Semarang,110.4215,-6.9932,PT Telekomunikasi Indonesia,36.80.0.0/12,Windows,desktop,7,Chrome,65.0.3325.181,1
BR,Rio de Janeiro,-43.3436,-22.9485,TIM SA,189.40.0.0/16,Android,tablet,4.4.4,Android Browser,4.0,2
IN,Bengaluru,77.5855,12.9634,Reliance Jio Infocomm Limited,157.48.0.0/14,Android,mobile,5.0.2,UCBrowser,12.2.5.1102,2
ID,Medan,98.6629,3.5847,PT Telekomunikasi Indonesia,36.72.0.0/13,Android,mobile,5.1.1,UCBrowser,12.2.5.1102,1
MA,Marrakesh,-8.0101,31.6298,MAROCCONNECT,105.64.0.0/13,Android,mobile,4.2.2,Android Browser,4.0,2
IN,Mumbai,72.8856,19.0748,Reliance Jio Infocomm Limited,49.32.0.0/13,Android,mobile,6.0,UCBrowser,12.0.0.1088,1
CL,La Pintana,-70.6359,-33.5867,ARTEC TELECOMUNICACIONES LIMITADA,143.255.104.0/22,Android,mobile,4.4.2,Chrome,65.0.3325.109,2
US,Detroit,-83.2162,42.3575,T-MOBILE-AS21928,172.56.0.0/14,Android,mobile,8.0.0,Chrome WebView,63.0.3239.111,1
HT,Port-au-Prince,-72.3362,18.5413,Alpha Communications Network,200.113.192.0/18,Android,mobile,6.0.1,Chrome WebView,59.0.3071.125,2
DZ,Sétif,5.4055,36.1938,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,5.1,Android Browser,4.0,2
JM,Kingston,-76.8019,17.9962,DIG001,63.143.112.0/20,Android,mobile,4.4.2,Chrome,58.0.3029.83,2
IE,Dublin,-6.2591,53.3382,Vodafone Ireland Limited,109.76.0.0/14,iOS,mobile,11.2.2,WebKit,604.4.7,2
KE,Nairobi,36.8155,-1.2841,SAFARICOM-LIMITED,105.160.0.0/13,Android,mobile,7.0,Chrome,58.0.3029.83,1
US,Stockton,-121.3009,38.0253,T-MOBILE-AS21928,172.56.0.0/14,Android,mobile,8.0.0,Chrome WebView,65.0.3325.109,1
US,Los Angeles,-118.2493,33.9484,T-MOBILE-AS21928,172.56.0.0/14,Android,mobile,7.0,Chrome WebView,60.0.3112.116,1
PE,Lima,-77.0428,-12.0464,America Movil Peru S.A.C.,179.6.0.0/15,Android,mobile,7.0,Chrome,65.0.3325.109,2
NP,Itahari,87.2878,26.6661,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,6.0,Chrome WebView,65.0.3325.109,1
AZ,Baku,49.8759,40.3909,Bakcell LLC,5.44.32.0/21,Android,mobile,6.0.1,Samsung Browser,4.2,2
AE,Abu Dhabi,54.363,24.4638,Emirates Telecommunications Corporation,37.245.0.0/16,Android,mobile,6.0,Chrome WebView,63.0.3239.111,2
TH,Bangkok,100.5324,13.7618,Total Access Communication PLC.,1.46.0.0/15,Android,mobile,5.0,Android Browser,4.0,1
SA,Sayhat,50.0444,26.4846,"Etihad Etisalat, a joint stock company",37.121.128.0/17,Android,mobile,5.1.1,Chrome,65.0.3325.109,2
BY,Brest,23.6836,52.0901,Mobile TeleSystems JLLC,176.60.0.0/16,Android,mobile,6.0,Chrome WebView,44.0.2403.119,2
SA,Riyadh,46.7179,24.6569,"Etihad Etisalat, a joint stock company",37.42.0.0/15,Android,mobile,8.0.0,Chrome,65.0.3325.109,2
US,Miami,-80.1784,25.8906,T-MOBILE-AS21928,172.56.0.0/14,Android,mobile,7.0,Chrome WebView,60.0.3112.116,2
US,Philadelphia,-75.1646,39.9528,T-MOBILE-AS21928,172.56.0.0/14,Android,mobile,7.0,Chrome WebView,65.0.3325.109,2
TR,Istanbul,28.923,41.0642,Turk Telekom,88.233.96.0/21,Android,mobile,7.0,Chrome,65.0.3325.109,2
EG,Cairo,31.2852,30.0778,Etisalat Misr,105.200.0.0/13,Android,mobile,5.1,Chrome,46.0.2490.76,2
IN,Patna,85.1348,25.5908,Reliance Jio Infocomm Limited,157.32.0.0/12,Android,mobile,7.0,UCBrowser,12.2.5.1102,2
ZA,Pretoria,28.2604,-25.7599,Neotel,41.161.0.0/16,Android,mobile,5.1.1,Chrome,65.0.3325.109,2
TH,Bangkok,100.4638,13.6984,Total Access Communication PLC.,1.46.0.0/15,Android,mobile,7.0,Android Browser,4.0,1
US,St. Marys,-81.5462,30.7304,TDS-AS,69.130.64.0/18,Windows,desktop,8.1,Firefox,58.0,1
KE,Nairobi,36.8155,-1.2841,JTL,197.232.0.0/16,Android,desktop,,Opera Mini,20.0.2254,2
BY,Polatsk,28.7819,55.4813,BeST CJSC,109.126.128.0/19,Android,mobile,7.1.2,Chrome WebView,65.0.3325.109,1
NP,Kathmandu,85.3145,27.7142,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,7.1.1,Chrome,65.0.3325.109,1
DZ,Sétif,5.4055,36.1938,Telecom Algeria,105.96.0.0/12,Android,mobile,6.0,Chrome WebView,48.0.2564.106,2
DZ,Constantine,6.6172,36.368,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Chrome WebView,65.0.3325.109,1
JM,Kingston,-76.8019,17.9962,DIG001,63.143.112.0/20,Android,mobile,4.4.2,Android Browser,4.0,1
IQ,Baghdad,44.4004,33.3364,Asiacell Communications LLC,185.95.204.0/22,Android,mobile,4.4.4,Android Browser,4.0,2
MN,Ulan Bator,106.9177,47.9173,first E-commerce and TriplePlay Service ISP in Mongolia.,103.229.120.0/22,iOS,mobile,11.1.2,Mobile Safari,11.0,1
PT,Vila Franca de Xira,-8.9855,38.953,"Nos Comunicacoes, S.A.",85.138.0.0/15,Windows,desktop,10,Opera,52.0.2871.64,1
DZ,Constantine,6.6172,36.368,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,5.1,Chrome WebView,49.0.2623.105,1
GH,Accra,-0.2174,5.5502,SCANCOM,154.160.0.0/12,Android,desktop,,Opera Mini,12.0.1987,2
NP,Urlabari,87.6317,26.6718,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,7.0,Chrome,65.0.3325.109,2
NP,Birendranagar,81.6199,28.5939,"Nepal Telecommunications Corporation, Internet Services",113.199.128.0/17,Android,mobile,6.0.1,Chrome,66.0.3359.106,1
ZA,Cape Town,18.4129,-33.914,MTN Business Solutions,41.114.0.0/16,Android,mobile,4.4.2,Chrome,36.0.1985.135,2
AE,Dubai,55.3087,25.2633,Emirates Integrated Telecommunications Company PJSC,91.72.0.0/14,Android,mobile,7.1.1,Samsung Browser,6.4,1
ID,Surabaya,112.7419,-7.2484,PT Telekomunikasi Indonesia,36.80.0.0/12,Android,mobile,7.1.1,UCBrowser,12.0.0.1088,1
MA,Marrakesh,-8.0101,31.6298,MAROCCONNECT,105.64.0.0/13,Android,mobile,4.0.4,Android Browser,4.0,1
US,Albuquerque,-106.5789,35.1518,COMCAST-7922,73.0.0.0/9,Windows,desktop,7,Chrome,65.0.3325.181,2
ZA,Johannesburg,27.8376,-26.3811,MTN Business Solutions,41.112.0.0/15,Android,mobile,7.0,Chrome,58.0.3029.83,2
SA,Riyadh,46.7179,24.6569,"Etihad Etisalat, a joint stock company",37.216.0.0/15,Android,mobile,4.4.2,Chrome,65.0.3325.109,2
IN,Ahmedabad,72.5871,23.0276,Reliance Jio Infocomm Limited,49.32.0.0/13,Android,mobile,6.0.1,UCBrowser,12.2.1.1108,2
PY,Asunción,-57.6511,-25.2869,Techtel LMDS Comunicaciones Interactivas S.A.,170.51.112.0/20,Android,mobile,6.0,Chrome,52.0.2743.98,2
PY,Mariano Roque Alonso,-57.541,-25.18,CO.PA.CO.,190.23.0.0/16,Windows,desktop,10,Chrome,65.0.3325.181,1
LT,Kaunas,23.8924,54.9038,"Telia Lietuva, AB",88.118.128.0/21,Android,mobile,4.4.2,Chrome,65.0.3325.109,2
ZM,Lusaka,28.287,-15.4183,MTN Zambia,41.223.116.0/22,Android,mobile,4.4.2,Android Browser,4.0,1
KE,Nairobi,36.8155,-1.2841,JAMBONET,212.49.64.0/19,Android,mobile,4.2.2,Android Browser,4.0,1
KE,Nairobi,36.8155,-1.2841,JAMBONET,102.166.0.0/15,Android,mobile,6.0,Chrome WebView,65.0.3325.109,1
ZM,Lusaka,28.287,-15.4183,MTN Zambia,41.223.116.0/22,Android,mobile,6.0.1,Samsung Browser,4.2,2
DZ,Oran,-0.6472,35.6877,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,5.1,Android Browser,4.0,1
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Chrome,50.0.2661.89,1
NL,Rotterdam,4.5223,51.9249,KPN B.V.,188.200.0.0/13,Android,mobile,6.0,Chrome WebView,65.0.3325.109,2
TH,Bangkok,100.579,13.6687,Advance Wireless Network,49.230.0.0/19,Android,mobile,6.0,Android Browser,4.0,2
BD,Dhaka,90.4093,23.7272,TM International Bangladesh,202.134.8.0/21,Android,mobile,6.0,Chrome WebView,55.0.2883.91,1
CU,Havana,-82.3594,23.1332,"Empresa de Telecomunicaciones de Cuba, S.A.",152.206.0.0/15,Android,mobile,7.1.1,Chrome,56.0.2924.87,2
SA,Dammam,50.1116,26.4336,"Etihad Etisalat, a joint stock company",178.80.0.0/16,Android,mobile,7.0,Chrome,65.0.3325.109,2
ZM,Lusaka,28.287,-15.4183,MTN Zambia,41.223.116.0/22,Android,mobile,5.1,Chrome WebView,46.0.2490.76,1
DZ,Oran,-0.6472,35.6877,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,7.0,Chrome WebView,62.0.3202.84,2
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,5.1,Chrome WebView,43.0.2357.121,1
SA,Dammam,50.1116,26.4336,"Etihad Etisalat, a joint stock company",178.80.0.0/16,Android,mobile,6.0.1,Chrome,65.0.3325.109,2
AE,Dubai,55.3087,25.2633,Emirates Telecommunications Corporation,31.218.0.0/16,Android,mobile,6.0,Chrome WebView,65.0.3325.109,2
NL,Loosdrecht,5.1133,52.2,Vodafone Libertel B.V.,62.140.128.0/20,Android,mobile,7.0,Chrome WebView,65.0.3325.109,1
YE,Sanaa,44.2095,15.3522,Public Telecommunication Corporation,134.35.0.0/16,Android,mobile,6.0.1,Chrome,55.0.2883.91,1
PK,Lahore,74.3292,31.5822,CMPak Limited,103.255.4.0/22,Android,mobile,7.0,Chrome,65.0.3325.109,2
IN,New Delhi,77.2204,28.6328,Reliance Jio Infocomm Limited,139.167.0.0/16,Android,mobile,6.0,UCBrowser,12.2.5.1102,2
ZM,Lusaka,28.287,-15.4183,MTN Zambia,41.223.116.0/22,Android,mobile,6.0,Chrome WebView,65.0.3325.109,1
BD,Dhaka,90.3722,23.7534,TM International Bangladesh,202.134.8.0/21,Android,mobile,4.4.2,Android Browser,4.0,1
ID,Bogor,106.789,-6.5945,"Hutchison CP Telecommunications, PT",116.206.8.0/23,Android,mobile,7.1.2,Chrome,61.0.3163.98,1
NL,Rotterdam,4.5016,51.9083,KPN B.V.,31.160.0.0/15,Android,mobile,6.0,Android Browser,4.0,1
LT,Vilnius,25.3225,54.6816,Tele2 SWIPnet,90.128.0.0/12,Android,mobile,6.0,Chrome,65.0.3325.109,2
NP,Pokhara,83.9921,28.234,TECHMINDS NETWORKS PVT. LTD.,150.107.204.0/22,Android,mobile,6.0.1,Chrome WebView,49.0.2623.105,1
AE,Al Ain City,55.7623,24.19,Emirates Telecommunications Corporation,5.38.0.0/17,Android,mobile,6.0,Chrome WebView,65.0.3325.109,2
PE,Lima,-77.0428,-12.0464,Telefonica del Peru S.A.A.,190.232.0.0/13,Android,mobile,6.0,Chrome,55.0.2883.91,2
HU,Budapest,19.0947,47.5636,Vodafone Hungary Ltd.,89.132.0.0/14,iOS,mobile,11.3,Facebook,161.0.0.53.95,2
ZM,Lusaka,28.287,-15.4183,MTN Zambia,41.223.116.0/22,Android,mobile,6.0,Chrome WebView,52.0.2743.98,2
SA,Jeddah,39.2192,21.5168,"Etihad Etisalat, a joint stock company",31.166.0.0/15,Android,mobile,8.0.0,Chrome,65.0.3325.109,2
IE,Kilkenny,-7.2546,52.6596,Vodafone Ireland Limited,109.76.0.0/14,Android,mobile,6.0.1,Chrome WebView,63.0.3239.111,2
TN,Kasserine,8.8341,35.1668,TUNISIANA,154.104.0.0/13,Android,mobile,7.1.1,Chrome,65.0.3325.109,2
TN,Kasserine,8.8341,35.1668,TUNISIANA,154.104.0.0/13,Android,mobile,4.4.2,Android Browser,4.0,2
NP,Kathmandu,85.3145,27.7142,Vianet Communications Pvt. Ltd.,103.10.28.0/22,Android,mobile,5.1,Chrome WebView,46.0.2490.76,1
AE,Dubai,55.3087,25.2633,Emirates Telecommunications Corporation,31.218.0.0/16,Android,mobile,6.0,Chrome WebView,65.0.3325.109,2
ID,Jakarta,106.8296,-6.1741,PT. Telekomunikasi Selular,114.120.0.0/13,Android,mobile,5.1.1,UCBrowser,12.2.5.1102,2
HT,Port-au-Prince,-72.3362,18.5413,Alpha Communications Network,200.113.192.0/18,Android,mobile,5.1.1,Chrome,46.0.2490.76,1
ZM,Lusaka,28.287,-15.4183,MTN Zambia,41.223.116.0/22,Android,mobile,5.1,Chrome WebView,58.0.3029.83,1
ZA,Johannesburg,27.8376,-26.3811,MTN Business Solutions,41.112.0.0/15,Android,tablet,4.2.2,Android Browser,4.0,1
NP,Rukumkot,82.6177,28.6172,"Nepal Telecommunications Corporation, Internet Services",113.199.128.0/17,Android,mobile,5.1,Chrome WebView,56.0.2924.87,1
ZM,Lusaka,28.287,-15.4183,MTN Zambia,41.223.116.0/22,Android,desktop,,Opera Mini,24.0.2254,1
ID,Makassar,119.437,-5.152,PT Telekomunikasi Indonesia,36.80.0.0/12,Android,mobile,4.4.2,UCBrowser,12.2.5.1102,2
PS,Tulkarm,35.0217,32.3107,BCI Telecommunication & Advanced Technology Company,46.18.16.0/21,Android,mobile,4.4.2,Chrome,65.0.3325.109,2
SG,Singapore,103.8547,1.2929,"Linode, LLC",139.162.0.0/16,Android,tablet,7.0,UCBrowser,12.2.5.1102,2
AE,Dubai,55.3087,25.2633,Emirates Telecommunications Corporation,31.219.128.0/19,Android,mobile,6.0,Chrome WebView,65.0.3325.109,2
LK,Galle,80.2197,6.0336,Mobitel Pvt Ltd,61.245.160.0/20,Android,mobile,4.2.2,Chrome,31.0.1650.59,2
IN,Namakkal,78.1663,11.2203,Reliance Jio Infocomm Limited,157.48.0.0/14,Android,mobile,7.1.2,UCBrowser,12.0.0.1088,2
SE,Stockholm,18.05,59.3333,Tele2 SWIPnet,90.128.0.0/12,Android,mobile,7.0,Chrome WebView,65.0.3325.109,2
DZ,Saida,0.1431,34.8364,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Chrome WebView,44.0.2403.119,2
ID,Ponorogo,111.4622,-7.8711,PT Telekomunikasi Indonesia,180.248.0.0/14,Android,tablet,4.4.4,UCBrowser,10.8.0.718,2
NP,Lamjung,84.3667,28.2,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,6.0,Chrome WebView,48.0.2564.106,1
NP,Kathmandu,85.3145,27.7142,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,5.1,Chrome,65.0.3325.109,1
BY,Gomel,30.7487,52.4028,Republican Unitary Telecommunication Enterprise Beltelecom,178.120.0.0/13,Android,mobile,6.0,Chrome WebView,65.0.3325.109,1
US,Bellerose,-73.7182,40.7329,CABLE-NET-1,108.58.0.0/16,Windows,desktop,7,Chrome,65.0.3325.181,2
LB,Beirut,35.5089,33.874,,,Android,tablet,4.4.2,Android Browser,4.0,1
BY,Minsk,27.5709,53.9007,Unitary enterprise A1,46.56.224.0/20,Android,mobile,7.0,Chrome WebView,65.0.3325.109,2
TN,Beni Khiar,10.7894,36.4634,Tunisie-Telecom,196.184.0.0/14,Android,mobile,4.4.2,Chrome,40.0.2214.109,2
SA,Sayhat,50.0444,26.4846,"Etihad Etisalat, a joint stock company",37.121.128.0/17,Android,mobile,7.0,Chrome,64.0.3282.137,2
EG,Cairo,31.2852,30.0778,LINKdotNET,45.240.0.0/13,Android,mobile,7.0,Chrome,65.0.3325.109,2
IE,Dublin,-6.2591,53.3382,Three Ireland (Hutchison) limited,83.136.40.0/21,iOS,mobile,11.0,WebKit,604.1.38,2
AE,Dubai,55.3087,25.2633,Emirates Integrated Telecommunications Company PJSC,5.30.0.0/15,Android,mobile,5.1.1,UCBrowser,12.2.5.1102,1
ZA,Pretoria,28.2604,-25.7599,VODACOM,41.13.64.0/18,Android,desktop,6.0,Chrome,46.0.2490.76,2
MA,Salé,-6.8175,34.0347,MAROCCONNECT,105.64.0.0/13,Android,mobile,5.0,Chrome WebView,65.0.3325.109,2
AE,Dubai,55.3087,25.2633,Emirates Integrated Telecommunications Company PJSC,91.72.0.0/14,Android,mobile,6.0.1,UCBrowser,12.2.5.1102,2
QA,Doha,51.5321,25.2925,Ooredoo Q.S.C.,37.210.0.0/16,Android,mobile,7.0,Chrome WebView,65.0.3325.109,1
CN,Shenzhen,114.1374,22.5318,Chinanet,183.0.0.0/11,iOS,tablet,10.3.3,Mobile Safari,10.0,2
NP,Kathmandu,85.3145,27.7142,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",110.34.0.0/19,Android,tablet,8.0.0,Chrome,65.0.3325.109,1
NL,Rotterdam,4.5052,51.9281,T-mobile Netherlands B.V.,84.241.192.0/18,Android,mobile,7.0,Chrome,65.0.3325.109,1
IT,Milan,9.1922,45.4722,Vodafone Italia S.p.A.,2.40.0.0/13,Android,tablet,5.1.1,Samsung Browser,3.3,2
GH,Accra,-0.2174,5.5502,SURFLINE_GHANA_AS,41.242.136.0/22,Android,desktop,5.1,Chrome,65.0.3325.109,1
BY,Minsk,27.5709,53.9007,Unitary enterprise A1,46.56.224.0/20,Android,mobile,5.0,Chrome,43.0.2357.93,2
PG,Goroka,145.387,-6.0849,Digicel PNG Ltd,103.14.88.0/22,Android,mobile,4.4.2,Android Browser,4.0,1
HU,Budapest,19.0947,47.5636,Magyar Telekom plc.,188.36.0.0/16,Android,mobile,5.1.1,Chrome,65.0.3325.109,1
KE,Nairobi,36.8155,-1.2841,SAFARICOM-LIMITED,41.90.0.0/21,Android,desktop,,Opera Mini,26.0.2254,2
PH,Cagayan de Oro,124.648,8.485,Philippine Long Distance Telephone Company,49.144.0.0/13,Android,tablet,4.4.2,UCBrowser,12.2.5.1102,2
NP,Kathmandu,85.3145,27.7142,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,6.0,Chrome,65.0.3325.109,1
AZ,Baku,49.8759,40.3909,Baktelekom,37.61.0.0/17,Android,mobile,5.1.1,Chrome,55.0.2883.91,1
IN,Bengaluru,77.5855,12.9634,Reliance Jio Infocomm Limited,157.48.0.0/14,Android,mobile,4.4.2,UCBrowser,12.0.0.1088,2
IN,Tirupur,77.3422,11.1424,Reliance Jio Infocomm Limited,157.48.0.0/14,Android,mobile,6.0.1,UCBrowser,11.5.0.1015,2
NL,Amsterdam,4.8738,52.3806,KPN B.V.,188.200.0.0/13,Android,mobile,6.0,Chrome WebView,55.0.2883.91,1
ID,Makassar,119.437,-5.152,PT Telekomunikasi Indonesia,36.80.0.0/12,Android,mobile,6.0.1,UCBrowser,12.2.5.1102,2
TH,Bangkok,100.4638,13.6984,Total Access Communication PLC.,1.46.0.0/15,Android,tablet,6.0.1,Chrome WebView,65.0.3325.109,2
IN,Ahmedabad,72.5871,23.0276,Vodafone India Ltd.,42.106.0.0/15,Android,mobile,7.0,UCBrowser,12.0.0.1088,2
KR,Sokcho,128.5965,38.2086,Korea Telecom,125.140.0.0/15,Android,mobile,4.4.2,Android Browser,4.0,2
JM,Kingston,-76.8019,17.9962,DIG001,63.143.112.0/20,Android,mobile,4.4.2,Android Browser,4.0,2
AE,Dubai,55.3087,25.2633,Emirates Integrated Telecommunications Company PJSC,91.72.0.0/14,Android,mobile,4.4.2,Android Browser,4.0,2
DZ,Algiers,3.0905,36.7295,wataniya-telecom-as,105.235.128.0/20,Android,tablet,6.0,Android Browser,4.0,2
LT,Vilnius,25.3225,54.6816,"Telia Lietuva, AB",78.56.0.0/13,Android,mobile,7.0,Chrome,66.0.3359.106,2
ZA,Durban,31.0449,-29.8556,MTN Business Solutions,41.115.0.0/17,Android,mobile,4.4.2,Android Browser,4.0,2
